Ticker,Sector,Month_Start,Month_End_Close,Month_High,Month_Low,Avg_Close,Total_Volume,MoM_Return_%,Year,Month,Month_Number
ICICIBANK,Banking,2023-06-01,1032.12,1050.05,999.54,1023.4331818181818,106002792,1.57,2023,Jun,6
ICICIBANK,Banking,2023-07-01,1019.67,1043.24,1001.81,1024.4171428571428,96780873,-1.21,2023,Jul,7
ICICIBANK,Banking,2023-08-01,1026.59,1048.62,1002.22,1025.2308695652173,92656999,0.68,2023,Aug,8
ICICIBANK,Banking,2023-09-01,1024.11,1046.63,999.18,1022.9214285714285,87788635,-0.24,2023,Sep,9
ICICIBANK,Banking,2023-10-01,1025.9,1045.28,997.38,1022.074090909091,107495895,0.17,2023,Oct,10
ICICIBANK,Banking,2023-11-01,1031.88,1047.46,1007.21,1028.8536363636363,95363112,0.58,2023,Nov,11
ICICIBANK,Banking,2023-12-01,1025.07,1060.98,997.04,1026.5166666666667,86230182,-0.66,2023,Dec,12
ICICIBANK,Banking,2024-01-01,1040.05,1057.88,1006.48,1034.8065217391304,98236872,1.46,2024,Jan,1
ICICIBANK,Banking,2024-02-01,1052.47,1069.93,1023.15,1049.2133333333334,83141563,1.19,2024,Feb,2
ICICIBANK,Banking,2024-03-01,1054.87,1075.73,1032.92,1052.7447619047618,100978277,0.23,2024,Mar,3
ICICIBANK,Banking,2024-04-01,1060.6,1083.85,1032.63,1058.7736363636363,90199608,0.54,2024,Apr,4
ICICIBANK,Banking,2024-05-01,1068.56,1086.19,1044.65,1064.5834782608697,100692183,0.75,2024,May,5
ICICIBANK,Banking,2024-06-01,1069.69,1094.64,1044.08,1068.4389999999999,67439977,0.11,2024,Jun,6
ICICIBANK,Banking,2024-07-01,1071.43,1091.44,1048.85,1069.4417391304348,89551840,0.16,2024,Jul,7
ICICIBANK,Banking,2024-08-01,1085.55,1106.84,1053.05,1081.6309090909092,108954909,1.32,2024,Aug,8
ICICIBANK,Banking,2024-09-01,1101.63,1118.65,1068.45,1095.6019047619047,94243113,1.48,2024,Sep,9
ICICIBANK,Banking,2024-10-01,1117.95,1133.58,1087.09,1112.3339130434783,97279079,1.48,2024,Oct,10
ICICIBANK,Banking,2024-11-01,1117.24,1138.79,1093.39,1115.194761904762,74769765,-0.06,2024,Nov,11
ICICIBANK,Banking,2024-12-01,1136.93,1155.29,1094.84,1126.8390909090908,101817929,1.76,2024,Dec,12
ICICIBANK,Banking,2025-01-01,1138.31,1164.93,1107.93,1135.526956521739,102094990,0.12,2025,Jan,1
ICICIBANK,Banking,2025-02-01,1142.76,1166.05,1115.06,1143.8895,85554201,0.39,2025,Feb,2
ICICIBANK,Banking,2025-03-01,1164.01,1184.14,1120.47,1157.3166666666668,90987633,1.86,2025,Mar,3
ICICIBANK,Banking,2025-04-01,1166.82,1190.56,1143.35,1167.3604545454546,108925486,0.24,2025,Apr,4
ICICIBANK,Banking,2025-05-01,1173.67,1191.03,1142.23,1166.3122727272728,86624119,0.59,2025,May,5
ICICIBANK,Banking,2025-06-01,1199.3,1217.38,1160.78,1190.6790476190477,87454045,2.18,2025,Jun,6
ICICIBANK,Banking,2025-07-01,1213.14,1230.54,1177.66,1205.7617391304348,104500887,1.15,2025,Jul,7
ICICIBANK,Banking,2025-08-01,1231.01,1252.54,1187.57,1223.4295238095237,89728738,1.47,2025,Aug,8
ICICIBANK,Banking,2025-09-01,1246.41,1267.49,1213.98,1240.2859090909092,104867340,1.25,2025,Sep,9
ICICIBANK,Banking,2025-10-01,1268.63,1292.33,1217.52,1252.4569565217391,87850430,1.78,2025,Oct,10
ICICIBANK,Banking,2025-11-01,1280.1,1305.73,1247.29,1274.4434999999999,88646062,0.9,2025,Nov,11
ICICIBANK,Banking,2025-12-01,1284.86,1308.13,1255.61,1282.614347826087,100759137,0.37,2025,Dec,12
INFY,IT,2023-01-01,1530.42,1555.69,1467.2,1513.7931818181817,105025434,,2023,Jan,1
INFY,IT,2023-02-01,1536.17,1574.24,1502.93,1536.933,73865178,0.38,2023,Feb,2
INFY,IT,2023-03-01,1530.56,1570.53,1496.1,1534.3539130434783,110125754,-0.37,2023,Mar,3
INFY,IT,2023-04-01,1558.76,1593.25,1508.92,1547.1725000000001,80075149,1.84,2023,Apr,4
INFY,IT,2023-05-01,1603.1,1624.78,1531.3,1576.1147826086956,111079599,2.84,2023,May,5
INFY,IT,2023-06-01,1625.23,1649.09,1583.79,1615.5036363636364,94769282,1.38,2023,Jun,6
INFY,IT,2023-07-01,1631.67,1665.63,1600.81,1628.9661904761906,103576407,0.4,2023,Jul,7
INFY,IT,2023-08-01,1638.02,1681.29,1603.73,1639.555652173913,97057780,0.39,2023,Aug,8
INFY,IT,2023-09-01,1652.04,1689.71,1600.33,1639.62,93354597,0.86,2023,Sep,9
INFY,IT,2023-10-01,1681.07,1713.3,1621.59,1672.411818181818,102364888,1.76,2023,Oct,10
INFY,IT,2023-11-01,1706.7,1744.35,1654.29,1700.161818181818,107118650,1.52,2023,Nov,11
INFY,IT,2023-12-01,1721.35,1761.3,1679.4,1714.3228571428572,90613111,0.86,2023,Dec,12
INFY,IT,2024-01-01,1719.11,1760.14,1682.76,1715.9791304347825,99606405,-0.13,2024,Jan,1
INFY,IT,2024-02-01,1732.55,1777.32,1698.97,1734.4914285714285,92349452,0.78,2024,Feb,2
INFY,IT,2024-03-01,1772.63,1814.26,1709.62,1755.4966666666667,96470867,2.31,2024,Mar,3
INFY,IT,2024-04-01,1787.91,1828.21,1734.19,1780.3722727272727,102057311,0.86,2024,Apr,4
INFY,IT,2024-05-01,1764.66,1824.74,1737.71,1781.8182608695652,100081787,-1.3,2024,May,5
INFY,IT,2024-06-01,1803.35,1846.58,1730.22,1793.1225,93597737,2.19,2024,Jun,6
INFY,IT,2024-07-01,1805.16,1842.33,1766.0,1805.2478260869564,109540623,0.1,2024,Jul,7
INFY,IT,2024-08-01,1802.96,1845.6,1760.82,1805.8872727272726,108600298,-0.12,2024,Aug,8
INFY,IT,2024-09-01,1802.67,1844.74,1764.24,1800.2585714285715,76190059,-0.02,2024,Sep,9
INFY,IT,2024-10-01,1794.46,1836.66,1756.33,1792.3773913043478,107231941,-0.46,2024,Oct,10
INFY,IT,2024-11-01,1814.15,1855.42,1763.55,1809.7609523809526,89862233,1.1,2024,Nov,11
INFY,IT,2024-12-01,1837.43,1863.19,1783.49,1825.851818181818,105074890,1.28,2024,Dec,12
INFY,IT,2025-01-01,1828.97,1875.58,1787.54,1836.1008695652174,94152848,-0.46,2025,Jan,1
INFY,IT,2025-02-01,1817.62,1862.4,1771.79,1816.9740000000002,98391851,-0.62,2025,Feb,2
INFY,IT,2025-03-01,1841.38,1874.22,1778.13,1820.157142857143,90756370,1.31,2025,Mar,3
INFY,IT,2025-04-01,1855.21,1884.05,1793.19,1840.007272727273,97608733,0.75,2025,Apr,4
INFY,IT,2025-05-01,1860.71,1890.45,1795.78,1849.8686363636364,94115892,0.3,2025,May,5
INFY,IT,2025-06-01,1863.07,1903.65,1828.68,1862.4985714285715,98089473,0.13,2025,Jun,6
INFY,IT,2025-07-01,1884.74,1922.01,1829.43,1873.503043478261,107670223,1.16,2025,Jul,7
INFY,IT,2025-08-01,1893.33,1939.35,1851.09,1888.6438095238093,94595828,0.46,2025,Aug,8
INFY,IT,2025-09-01,1888.0,1933.21,1847.34,1884.3904545454543,120656493,-0.28,2025,Sep,9
INFY,IT,2025-10-01,1897.56,1936.43,1863.2,1900.7904347826086,94532727,0.51,2025,Oct,10
INFY,IT,2025-11-01,1906.42,1954.86,1863.48,1905.261,83239611,0.47,2025,Nov,11
INFY,IT,2025-12-01,1916.0,1950.05,1859.33,1911.7778260869566,100477989,0.5,2025,Dec,12
RELIANCE,Energy,2023-01-01,2514.83,2554.88,2450.54,2505.5745454545454,98209397,,2023,Jan,1
RELIANCE,Energy,2023-02-01,2558.29,2595.47,2477.18,2538.5080000000003,72893499,1.73,2023,Feb,2
RELIANCE,Energy,2023-03-01,2590.23,2659.75,2496.84,2575.7004347826087,112574942,1.25,2023,Mar,3
RELIANCE,Energy,2023-04-01,2598.81,2653.32,2549.78,2597.891,86777158,0.33,2023,Apr,4
RELIANCE,Energy,2023-05-01,2594.78,2658.35,2531.68,2601.628260869565,97716377,-0.16,2023,May,5
RELIANCE,Energy,2023-06-01,2610.62,2659.62,2538.35,2601.0095454545453,72721615,0.61,2023,Jun,6
RELIANCE,Energy,2023-07-01,2618.36,2666.22,2553.83,2612.737142857143,96840368,0.3,2023,Jul,7
RELIANCE,Energy,2023-08-01,2615.18,2668.82,2543.25,2615.439565217391,95296741,-0.12,2023,Aug,8
RELIANCE,Energy,2023-09-01,2654.8,2702.09,2580.03,2635.755238095238,70834091,1.52,2023,Sep,9
RELIANCE,Energy,2023-10-01,2655.74,2704.83,2603.04,2654.6863636363637,104764354,0.04,2023,Oct,10
RELIANCE,Energy,2023-11-01,2667.95,2722.02,2616.39,2672.021818181818,67353478,0.46,2023,Nov,11
RELIANCE,Energy,2023-12-01,2685.99,2746.63,2585.7,2673.384761904762,92000801,0.68,2023,Dec,12
RELIANCE,Energy,2024-01-01,2736.5,2778.8,2630.08,2711.372608695652,99493380,1.88,2024,Jan,1
RELIANCE,Energy,2024-02-01,2748.07,2802.82,2686.31,2741.612857142857,83092193,0.42,2024,Feb,2
RELIANCE,Energy,2024-03-01,2822.52,2856.24,2683.46,2783.7090476190474,87042462,2.71,2024,Mar,3
RELIANCE,Energy,2024-04-01,2820.02,2890.41,2762.81,2821.1463636363637,93984629,-0.09,2024,Apr,4
RELIANCE,Energy,2024-05-01,2855.08,2917.02,2780.41,2841.361304347826,97540032,1.24,2024,May,5
RELIANCE,Energy,2024-06-01,2871.15,2938.75,2818.65,2877.926,85539834,0.56,2024,Jun,6
RELIANCE,Energy,2024-07-01,2849.54,2928.68,2801.07,2870.5208695652173,94356620,-0.75,2024,Jul,7
RELIANCE,Energy,2024-08-01,2868.57,2920.93,2793.72,2867.223636363636,103578636,0.67,2024,Aug,8
RELIANCE,Energy,2024-09-01,2913.4,2967.81,2802.28,2877.505238095238,98126162,1.56,2024,Sep,9
RELIANCE,Energy,2024-10-01,2926.06,2990.26,2831.5,2916.0652173913045,109768934,0.43,2024,Oct,10
RELIANCE,Energy,2024-11-01,2960.71,3041.21,2891.43,2964.821904761905,82458354,1.18,2024,Nov,11
RELIANCE,Energy,2024-12-01,2988.19,3029.67,2898.59,2972.549090909091,106119798,0.93,2024,Dec,12
RELIANCE,Energy,2025-01-01,3006.31,3087.96,2939.43,3015.0252173913045,85727701,0.61,2025,Jan,1
RELIANCE,Energy,2025-02-01,3025.21,3085.59,2962.54,3021.0915,80430719,0.63,2025,Feb,2
RELIANCE,Energy,2025-03-01,3028.83,3095.32,2966.54,3026.4466666666667,83376871,0.12,2025,Mar,3
RELIANCE,Energy,2025-04-01,3030.51,3085.5,2952.86,3023.710909090909,104090532,0.06,2025,Apr,4
RELIANCE,Energy,2025-05-01,3009.13,3090.5,2953.24,3018.2859090909087,101713788,-0.71,2025,May,5
RELIANCE,Energy,2025-06-01,3039.84,3089.9,2968.98,3026.197619047619,103430466,1.02,2025,Jun,6
RELIANCE,Energy,2025-07-01,3018.86,3122.05,2987.11,3040.579130434783,112128765,-0.69,2025,Jul,7
RELIANCE,Energy,2025-08-01,3073.68,3144.17,2976.22,3063.1714285714284,111420290,1.82,2025,Aug,8
RELIANCE,Energy,2025-09-01,3059.41,3126.41,2994.68,3062.6795454545454,105863767,-0.46,2025,Sep,9
RELIANCE,Energy,2025-10-01,3065.68,3131.07,2985.86,3064.405217391304,96003108,0.2,2025,Oct,10
RELIANCE,Energy,2025-11-01,3126.18,3171.51,3009.22,3092.875,89441134,1.97,2025,Nov,11
RELIANCE,Energy,2025-12-01,3187.47,3238.87,3088.36,3162.04652173913,103306758,1.96,2025,Dec,12
TCS,IT,2023-01-01,3367.55,3438.07,3264.51,3340.300909090909,81501635,,2023,Jan,1
TCS,IT,2023-02-01,3397.31,3471.86,3314.19,3391.3044999999997,83962896,0.88,2023,Feb,2
TCS,IT,2023-03-01,3449.3,3496.63,3322.73,3420.9095652173914,108687962,1.53,2023,Mar,3
TCS,IT,2023-04-01,3493.79,3556.68,3377.17,3464.9545,81295924,1.29,2023,Apr,4
TCS,IT,2023-05-01,3538.44,3600.67,3433.67,3518.5147826086954,93280652,1.28,2023,May,5
TCS,IT,2023-06-01,3615.04,3674.49,3486.08,3585.622727272727,95224493,2.16,2023,Jun,6
TCS,IT,2023-07-01,3648.37,3694.52,3546.49,3622.1314285714284,95758455,0.92,2023,Jul,7
TCS,IT,2023-08-01,3681.17,3731.89,3565.19,3651.655652173913,90691634,0.9,2023,Aug,8
TCS,IT,2023-09-01,3674.07,3766.35,3611.07,3682.8785714285714,100119693,-0.19,2023,Sep,9
TCS,IT,2023-10-01,3685.65,3773.75,3611.67,3685.1831818181818,101521934,0.32,2023,Oct,10
TCS,IT,2023-11-01,3705.0,3772.22,3604.82,3685.0904545454546,88569181,0.53,2023,Nov,11
TCS,IT,2023-12-01,3770.01,3848.76,3657.5,3755.0214285714283,70758628,1.75,2023,Dec,12
TCS,IT,2024-01-01,3803.47,3884.23,3715.37,3789.3530434782606,95397001,0.89,2024,Jan,1
TCS,IT,2024-02-01,3846.12,3912.69,3728.61,3837.435238095238,111329695,1.12,2024,Feb,2
TCS,IT,2024-03-01,3851.22,3934.71,3782.04,3860.5457142857144,86781729,0.13,2024,Mar,3
TCS,IT,2024-04-01,3904.52,3968.32,3796.45,3876.5577272727273,114974810,1.38,2024,Apr,4
TCS,IT,2024-05-01,3937.44,4010.78,3844.95,3919.670869565218,108103143,0.84,2024,May,5
TCS,IT,2024-06-01,3918.67,4006.1,3840.35,3916.075,79398567,-0.48,2024,Jun,6
TCS,IT,2024-07-01,3873.44,3986.51,3813.11,3900.136086956522,108846963,-1.15,2024,Jul,7
TCS,IT,2024-08-01,3853.6,3944.97,3785.79,3865.4559090909092,131477136,-0.51,2024,Aug,8
TCS,IT,2024-09-01,3890.27,3942.76,3784.69,3864.390476190476,82081242,0.95,2024,Sep,9
TCS,IT,2024-10-01,3936.92,3993.77,3835.11,3920.8765217391306,117090665,1.2,2024,Oct,10
TCS,IT,2024-11-01,3968.81,4067.43,3843.5,3947.0690476190475,106503894,0.81,2024,Nov,11
TCS,IT,2024-12-01,3992.96,4041.92,3880.66,3965.212727272727,93058643,0.61,2024,Dec,12
TCS,IT,2025-01-01,4044.52,4160.58,3900.06,4038.4813043478266,102310590,1.29,2025,Jan,1
TCS,IT,2025-02-01,4058.95,4159.68,3955.5,4059.5724999999998,84983426,0.36,2025,Feb,2
TCS,IT,2025-03-01,4098.25,4168.51,3954.51,4082.252380952381,104219092,0.97,2025,Mar,3
TCS,IT,2025-04-01,4071.0,4171.51,3987.91,4076.795,79730649,-0.66,2025,Apr,4
TCS,IT,2025-05-01,4119.52,4176.59,4001.46,4091.912272727273,91895319,1.19,2025,May,5
TCS,IT,2025-06-01,4138.83,4208.35,4041.82,4126.916666666667,79359962,0.47,2025,Jun,6
TCS,IT,2025-07-01,4183.42,4265.08,4068.17,4165.847826086957,92733551,1.08,2025,Jul,7
TCS,IT,2025-08-01,4208.39,4301.2,4123.64,4201.377619047619,106122529,0.6,2025,Aug,8
TCS,IT,2025-09-01,4253.49,4357.67,4122.51,4237.300454545454,98013144,1.07,2025,Sep,9
TCS,IT,2025-10-01,4372.08,4452.06,4183.16,4302.768695652174,100665833,2.79,2025,Oct,10
TCS,IT,2025-11-01,4471.79,4554.07,4330.82,4433.989,96299188,2.28,2025,Nov,11
TCS,IT,2025-12-01,4505.53,4565.72,4367.65,4482.393478260869,118388339,0.75,2025,Dec,12
